date,ticker,rmse,qlike,baseline_rmse,alert_upper_rmse,psi_rv,psi_feat_max,perf_alert,drift_alert,health_alert,health_all_same,health_has_negative,health_extreme_outlier,alert_level
2019-01-04,AAPL,0.45131165,1198432.782087,0.15530188,0.21742263,0.8315,2.031,1,1,1,0,1,0,RED
2019-02-05,AAPL,0.43885339,4.021684,0.15530188,0.21742263,0.8315,16.5636,1,1,0,0,0,0,RED
2019-03-07,AAPL,0.41277591,271170.759215,0.15530188,0.21742263,0.8315,16.5636,1,1,1,0,1,0,RED
2019-04-05,AAPL,0.15666449,1932837.661483,0.15530188,0.21742263,0.1572,16.5636,0,1,1,0,1,0,RED
2019-05-07,AAPL,0.10099879,3410664.824936,0.15530188,0.21742263,0.1572,3.383,0,1,1,0,1,0,RED
2019-06-06,AAPL,0.16392444,5245411.072923,0.15530188,0.21742263,0.1572,3.383,0,1,1,0,1,0,RED
2019-07-08,AAPL,0.15544687,4515467.507428,0.15530188,0.21742263,0.1398,3.383,0,1,1,0,1,0,RED
2019-08-06,AAPL,0.16523796,3544235.942729,0.15530188,0.21742263,0.1398,3.9548,0,1,1,0,1,0,RED
2019-09-05,AAPL,0.14309734,3605503.038368,0.15530188,0.21742263,0.1398,3.9548,0,1,1,0,1,0,RED
2019-10-04,AAPL,0.1486522,3388237.05017,0.15530188,0.21742263,0.2597,3.9548,0,1,1,0,1,0,RED
2019-11-04,AAPL,0.12028174,4059262.166759,0.15530188,0.21742263,0.2597,8.7392,0,1,1,0,1,0,RED
2019-12-04,AAPL,0.06931526,1947818.418163,0.15530188,0.21742263,0.2597,8.7392,0,1,1,0,1,0,RED
2020-01-06,AAPL,0.05464217,1233360.381265,0.15530188,0.21742263,0.139,8.7392,0,1,1,0,1,0,RED
2020-02-05,AAPL,0.09278028,1502360.513726,0.15530188,0.21742263,0.139,5.9639,0,1,1,0,1,0,RED
2020-03-06,AAPL,0.3613818,3153300.916013,0.15530188,0.21742263,0.139,5.9639,1,1,1,0,1,1,RED
2020-04-06,AAPL,0.89020795,3153299.88528,0.15530188,0.21742263,0.7731,5.9639,1,1,1,0,1,0,RED
2020-05-06,AAPL,0.89032476,1706678.662341,0.15530188,0.21742263,0.7731,14.4128,1,1,1,0,1,0,RED
2020-06-05,AAPL,0.81977792,1066782.522615,0.15530188,0.21742263,0.7731,14.4128,1,1,1,0,1,0,RED
2020-07-07,AAPL,0.14004118,2065894.72189,0.15530188,0.21742263,0.4133,14.4128,0,1,1,0,1,1,RED
2020-08-05,AAPL,0.343339,3750526.484785,0.15530188,0.21742263,0.4133,5.6903,1,1,1,0,1,1,RED
2020-09-03,AAPL,0.42051588,3693715.822027,0.15530188,0.21742263,0.4133,5.6903,1,1,1,0,1,1,RED
2020-10-05,AAPL,0.44591742,2694604.191222,0.15530188,0.21742263,0.8248,5.6903,1,1,1,0,1,0,RED
2020-11-03,AAPL,0.35848826,4042665.589212,0.15530188,0.21742263,0.8248,16.5636,1,1,1,0,1,0,RED
2020-12-03,AAPL,0.2682926,3996825.398402,0.15530188,0.21742263,0.8248,16.5636,1,1,1,0,1,0,RED
2021-01-05,AAPL,0.2237414,6326182.530396,0.15530188,0.21742263,0.2863,16.5636,1,1,1,0,1,0,RED
2021-02-04,AAPL,0.15412739,5280575.191464,0.15530188,0.21742263,0.2863,9.3734,0,1,1,0,1,0,RED
2021-03-08,AAPL,0.19041081,6756483.825746,0.15530188,0.21742263,0.2863,9.3734,0,1,1,0,1,0,RED
2021-04-07,AAPL,0.17057481,5495309.944353,0.15530188,0.21742263,0.4772,9.3734,0,1,1,0,1,0,RED
2021-05-06,AAPL,0.14996012,5026286.404727,0.15530188,0.21742263,0.4772,8.7892,0,1,1,0,1,0,RED
2021-06-07,AAPL,0.08623854,3170027.51318,0.15530188,0.21742263,0.4772,8.7892,0,1,1,0,1,0,RED
2021-07-07,AAPL,0.07103672,2101844.122519,0.15530188,0.21742263,0.2374,8.7892,0,1,1,0,1,0,RED
2021-08-05,AAPL,0.0607939,620511.526605,0.15530188,0.21742263,0.2374,6.9046,0,1,1,0,1,0,RED
2021-09-03,AAPL,0.05966903,36731.915847,0.15530188,0.21742263,0.2374,6.9046,0,1,1,0,1,0,RED
2021-10-05,AAPL,0.0718503,89467.068662,0.15530188,0.21742263,0.0693,6.9046,0,1,1,0,1,0,RED
2021-11-03,AAPL,0.06617803,52736.44166,0.15530188,0.21742263,0.0693,8.4736,0,1,1,0,1,0,RED
2021-12-03,AAPL,0.07897045,457891.943115,0.15530188,0.21742263,0.0693,8.4736,0,1,1,0,1,0,RED
2022-01-04,AAPL,0.10527666,1851038.433039,0.15530188,0.21742263,0.371,8.4736,0,1,1,0,1,0,RED
2022-02-03,AAPL,0.18009306,1986375.1525,0.15530188,0.21742263,0.371,3.5877,0,1,1,0,1,1,RED
2022-03-07,AAPL,0.17774691,2572640.607126,0.15530188,0.21742263,0.371,3.5877,0,1,1,0,1,1,RED
2022-04-05,AAPL,0.17390945,3521467.683478,0.15530188,0.21742263,0.5575,3.5877,0,1,1,0,1,1,RED
2022-05-05,AAPL,0.17845461,5174599.232511,0.15530188,0.21742263,0.5575,12.2578,0,1,1,0,1,0,RED
2022-06-06,AAPL,0.23582285,4183178.297383,0.15530188,0.21742263,0.5575,12.2578,1,1,1,0,1,0,RED
2022-07-07,AAPL,0.24594304,1788469.458802,0.15530188,0.21742263,2.3548,12.2578,1,1,1,0,1,0,RED
2022-08-05,AAPL,0.20591367,1790494.702874,0.15530188,0.21742263,2.3548,12.7453,0,1,1,0,1,0,RED
2022-09-06,AAPL,0.14055465,3552598.700018,0.15530188,0.21742263,2.3548,12.7453,0,1,1,0,1,0,RED
2022-10-05,AAPL,0.18506369,7284897.07817,0.15530188,0.21742263,0.308,12.7453,0,1,1,0,1,0,RED
2022-11-03,AAPL,0.26190403,5494424.896582,0.15530188,0.21742263,0.308,10.6403,1,1,1,0,1,0,RED
2022-12-05,AAPL,0.35258092,3732321.838977,0.15530188,0.21742263,0.308,10.6403,1,1,1,0,1,0,RED
2023-01-05,AAPL,0.33278901,1147604.793187,0.15530188,0.21742263,0.5954,10.6403,1,1,1,0,1,0,RED
2023-02-06,AAPL,0.27247656,2977721.547266,0.15530188,0.21742263,0.5954,12.661,1,1,1,0,1,0,RED
2023-03-08,AAPL,0.13273055,4782804.030764,0.15530188,0.21742263,0.5954,12.661,0,1,1,0,1,0,RED
2023-04-06,AAPL,0.08138455,4095523.274502,0.15530188,0.21742263,1.8439,12.661,0,1,1,0,1,0,RED
2023-05-08,AAPL,0.09785212,2305563.823368,0.15530188,0.21742263,1.8439,6.8328,0,1,1,0,1,0,RED
2023-06-07,AAPL,0.0843809,500479.036373,0.15530188,0.21742263,1.8439,6.8328,0,1,1,0,1,0,RED
2023-07-10,AAPL,0.08308296,40176.90298,0.15530188,0.21742263,0.2435,6.8328,0,1,1,0,1,0,RED
2023-08-08,AAPL,0.08192881,43586.246029,0.15530188,0.21742263,0.2435,7.2628,0,1,1,0,1,0,RED
2023-09-07,AAPL,0.10024953,49003.727872,0.15530188,0.21742263,0.2435,7.2628,0,1,1,0,1,0,RED
2023-10-06,AAPL,0.10164415,97016.709118,0.15530188,0.21742263,0.2471,7.2628,0,1,1,0,1,0,RED
2023-11-06,AAPL,0.07079653,53429.976737,0.15530188,0.21742263,0.2471,3.7764,0,1,1,0,1,0,RED
2023-12-06,AAPL,0.0440207,48013.146054,0.15530188,0.21742263,0.2471,3.7764,0,1,1,0,1,0,RED
2024-01-08,AAPL,0.0583042,65347.449856,0.15530188,0.21742263,0.2348,3.7764,0,1,1,0,1,0,RED
2024-02-07,AAPL,0.06341594,136605.200459,0.15530188,0.21742263,0.2348,6.9443,0,1,1,0,1,0,RED
2024-03-08,AAPL,0.06811269,136806.389,0.15530188,0.21742263,0.2348,6.9443,0,1,1,0,1,0,RED
2024-04-09,AAPL,0.07590549,128095.964168,0.15530188,0.21742263,0.2233,6.9443,0,1,1,0,1,0,RED
2024-05-08,AAPL,0.14153911,399472.275604,0.15530188,0.21742263,0.2233,1.8698,0,1,1,0,1,0,RED
2024-06-07,AAPL,0.13947223,540773.519898,0.15530188,0.21742263,0.2233,1.8698,0,1,1,0,1,0,RED
2024-07-10,AAPL,0.2073888,2251041.218911,0.15530188,0.21742263,0.2487,1.8698,0,1,1,0,1,0,RED
2024-08-08,AAPL,0.18688597,2332819.216275,0.15530188,0.21742263,0.2487,7.2326,0,1,1,0,1,0,RED
2024-09-09,AAPL,0.18743881,2327746.777791,0.15530188,0.21742263,0.2487,7.2326,0,1,1,0,1,0,RED
2024-10-08,AAPL,0.10960871,593638.314613,0.15530188,0.21742263,0.109,7.2326,0,1,1,0,1,0,RED
2024-11-06,AAPL,0.07109278,169225.21128,0.15530188,0.21742263,0.109,3.589,0,1,1,0,1,0,RED
2024-12-06,AAPL,0.06725133,32794.420902,0.15530188,0.21742263,0.109,3.589,0,1,1,0,1,0,RED
